ref,title,tags,matched_tags,category
https://www.kaggle.com/competitions/tabular-playground-series-apr-2021,tabular-playground-series-apr-2021,"['beginner', 'tabular', 'binary classification', 'categorizationaccuracy']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-dec-2021,tabular-playground-series-dec-2021,"['tabular', 'multiclass classification', 'categorizationaccuracy']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s3e19,playground-series-s3e19,"['beginner', 'time series analysis', 'tabular', 'smape']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/tabular-playground-series-jun-2021,tabular-playground-series-jun-2021,"['beginner', 'classification', 'tabular', 'multiclass classification', 'multiclassloss']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-may-2022,tabular-playground-series-may-2022,"['tabular', 'binary classification', 'auc']",['Tabular'],Playground
https://www.kaggle.com/competitions/kobe-bryant-shot-selection,kobe-bryant-shot-selection,"['basketball', 'tabular', 'binary classification', 'logloss']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-may-2021,tabular-playground-series-may-2021,"['beginner', 'classification', 'tabular', 'multiclass classification', 'multiclassloss']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-oct-2021,tabular-playground-series-oct-2021,"['tabular', 'binary classification', 'auc']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-mar-2022,tabular-playground-series-mar-2022,"['cities and urban areas', 'time series analysis', 'tabular', 'regression', 'mae']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/playground-series-s3e21,playground-series-s3e21,"['beginner', 'data cleaning', 'tabular', 'custom metric']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s3e11,playground-series-s3e11,"['beginner', 'tabular', 'regression', 'mean squared log error']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s3e13,playground-series-s3e13,"['beginner', 'tabular', 'multiclass classification', 'health conditions', 'map@{k}']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s3e5,playground-series-s3e5,"['beginner', 'tabular', 'cohen kappa score']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-jun-2022,tabular-playground-series-jun-2022,"['tabular', 'regression', 'rmse']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-apr-2022,tabular-playground-series-apr-2022,"['tabular', 'binary classification', 'auc']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s3e9,playground-series-s3e9,"['beginner', 'tabular', 'regression', 'rmse']",['Tabular'],Playground
https://www.kaggle.com/competitions/ghouls-goblins-and-ghosts-boo,ghouls-goblins-and-ghosts-boo,"['tabular', 'multiclass classification', 'categorizationaccuracy']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s3e15,playground-series-s3e15,"['physics', 'beginner', 'tabular', 'regression', 'rmse']",['Tabular'],Playground
